sequence_id,class_name,frame_name,frame_index,attention_label,ear,yaw,pitch,roll,mouth_aspect_ratio,brow_distance,iris_distance,face_aspect_ratio,node_0_x,node_0_y,node_0_z,node_1_x,node_1_y,node_1_z,node_2_x,node_2_y,node_2_z,node_3_x,node_3_y,node_3_z,node_4_x,node_4_y,node_4_z,node_5_x,node_5_y,node_5_z,node_6_x,node_6_y,node_6_z,node_7_x,node_7_y,node_7_z,node_8_x,node_8_y,node_8_z,node_9_x,node_9_y,node_9_z,node_10_x,node_10_y,node_10_z,node_11_x,node_11_y,node_11_z
Engaged/Confused,Engaged,0020.jpg,0,0,0.5777919301553167,-0.02567401337860643,0.25339496828556113,0.08364437407234207,0.009922930641398313,0.037712111375135644,0.12150362924395129,2.907969979464449,-0.47240203148857784,-0.5660011566518026,0.5908170000602851,-0.1805703498352451,-0.529468459790594,0.5277669889455984,-0.40178130743051244,-0.6750999837124273,0.5250556614183653,-0.39268012836111255,-0.4995275858079996,0.5192286048090899,0.22296217756920297,-0.4993045375505127,0.5155529132032146,0.5237552850136918,-0.48267820143538637,0.5638376391894249,0.34277580239286337,-0.6337263041821969,0.48995912253798624,0.326764937689713,-0.45553302595824013,0.48118493639147003,0.0,0.0,0.0,0.00010127049148102695,-0.12130685822054812,-0.006911426220322799,-0.2898551348358518,0.6825843793853327,0.28296423962532535,0.3222123227451834,0.7180004424898486,0.26741154477855517
Engaged/Confused,Engaged,0021.jpg,1,0,0.5657081382995346,-0.02893818186958998,0.2479779860495858,0.11418387202966397,0.00755094853718428,0.0385773685908211,0.11673635895850192,2.907955683778118,-0.46698858806758414,-0.5739446116422089,0.5824065779141498,-0.16893938733019262,-0.5145042014162919,0.5218609296138381,-0.3941974210266282,-0.6744973578526743,0.5174294600466685,-0.38711075624942154,-0.49579267787050174,0.5121276903393739,0.21965049514387203,-0.47549431621239724,0.5137289015309946,0.5264104402499908,-0.4605144641184024,0.5653193847442519,0.3437942764214706,-0.6079220068579868,0.4900206090960401,0.3253606219595909,-0.4302712481981375,0.48064225321865167,0.0,0.0,0.0,0.0009637643406753868,-0.11649460715453328,-0.007446822483101098,-0.28701744700802134,0.6698656212906307,0.2852080926248511,0.3218340921238956,0.7187289498531791,0.27372164331844434
Engaged/Confused,Engaged,0032.jpg,2,0,0.5712384625020928,-0.03991804825475378,0.27489937418783833,0.07601778699004691,0.016129237662536756,0.03868762410775144,0.1251593823317637,3.0564755350678996,-0.45797769524873,-0.612467933590932,0.5848651854744779,-0.17053002707471573,-0.5600669991073123,0.5207829091856885,-0.39049044319426024,-0.7174015585942243,0.5177834321077786,-0.37912019901429334,-0.5437196958097367,0.5136539238652168,0.2406119175567193,-0.5333464223987562,0.5069025113646644,0.5386903365862139,-0.536703435447114,0.5546563268519691,0.3563349538329523,-0.6774259223502606,0.4796214607596625,0.344836976702003,-0.5007985326872628,0.472887484246944,0.0,0.0,0.0,0.000571278079984185,-0.12489617312217623,-0.008092624201043574,-0.2763600457202367,0.6594545498983637,0.28764464219069896,0.32501322501804475,0.7016064237225489,0.26841985872693536
Engaged/Confused,Engaged,0033.jpg,3,0,0.5614603434755046,-0.03365515945861716,0.2751156579965687,0.07995045011859617,0.011869090701827423,0.03991075416322598,0.1241478630483142,3.0424493013724954,-0.46423028549225875,-0.6153825931998105,0.5783292113690591,-0.174307290719836,-0.5689260319357287,0.5173284973640887,-0.3954607176603951,-0.7187559547030234,0.512391599895014,-0.3832034885032222,-0.5489166648460133,0.5078400668695696,0.23109869021191354,-0.5384450716785749,0.5082648871317522,0.532405145958317,-0.5357011418511957,0.5591280893106235,0.3524174789438798,-0.6760414829350208,0.4829866780275517,0.3365892301226243,-0.5014563929747301,0.4750867069331312,0.0,0.0,0.0,0.000545505865452311,-0.12384446575008728,-0.008656940908264936,-0.27888066420088947,0.6554732372643726,0.2780750684811672,0.3169929033204878,0.6912000867207025,0.2672304664391776
Engaged/Confused,Engaged,0034.jpg,4,0,0.5811278011723564,-0.03727259463484333,0.26119907158715694,0.08891348533939748,0.01169818191812976,0.03922482603711853,0.12219987396778817,2.998286913123101,-0.4597824860365871,-0.5945153047168168,0.5751014387758719,-0.16606990674587607,-0.5501871729477361,0.5140175882349596,-0.3879836393090841,-0.7014394483970481,0.5095910069009234,-0.3791127519019891,-0.5224441358505493,0.5044610102171945,0.23584700585624063,-0.5194656281157093,0.5054349157317422,0.5361298891131318,-0.5059652643496177,0.5572848348735292,0.35823062933304944,-0.6510167621939986,0.481076927998356,0.33821257213356587,-0.4767120544350691,0.47244975575282205,0.0,0.0,0.0,0.0010534632874928478,-0.12192966973675246,-0.008053263359141593,-0.27453077903620987,0.6573295250758642,0.27297427450262185,0.31109309511309,0.6939765190578984,0.2627999298299111
Engaged/Confused,Engaged,0035.jpg,5,0,0.6062846755103162,-0.039197256910011,0.27054303653895256,0.09140497802986257,0.017800562379917888,0.03885617726921581,0.12253812663434452,3.0108802464898314,-0.4580869404357249,-0.6065995514186396,0.5802352123523677,-0.17096706695376956,-0.554867870905538,0.5171515001488383,-0.3878474526185512,-0.7165340265758047,0.5141160212604683,-0.3798174284522688,-0.5327384213403215,0.5090928978330945,0.2366681703035499,-0.5234662749915705,0.5048045254771649,0.5374149023992294,-0.5156057273456229,0.5538495175012044,0.3590752955020781,-0.6639833548251997,0.4790015851672226,0.34077232940002716,-0.4814607536068971,0.4709790635434458,0.0,0.0,0.0,0.0006430394937611644,-0.12228334881262609,-0.007871567978092828,-0.2699443433939466,0.6635482696216363,0.27923007058986804,0.32261430868347934,0.6971561733881328,0.26145990952924436
Engaged/Confused,Engaged,0036.jpg,6,0,0.5895247981228192,-0.03688244479816535,0.27953626759070127,0.07890976848045021,0.012477929395430723,0.039125286624954195,0.12376149004901099,2.9973768912962027,-0.4612828779972514,-0.6104274054075423,0.5755937999947641,-0.17393855539326067,-0.552734284125438,0.511508358750582,-0.39089281496580375,-0.717682523769356,0.5094803384580446,-0.3831821408700813,-0.5369934640114621,0.5047428987150656,0.23339340772423967,-0.5271467129435227,0.49774837417901674,0.5351613238565236,-0.5317982241355739,0.5453216272201942,0.35410368119820373,-0.6715678166584161,0.47097560131548233,0.3388707587994987,-0.49416994411812576,0.46422144025016715,0.0,0.0,0.0,0.00018792466031234675,-0.12352563545165678,-0.007634689891402837,-0.27385158255977793,0.6600257345882455,0.2846234789002409,0.32392298075204085,0.6958577054193213,0.26558838647215466
Engaged/Confused,Engaged,0037.jpg,7,0,0.5620173927503669,-0.01740411195359374,0.26387979283346424,0.08697835164032124,0.013449289002430148,0.038707052047975844,0.11929114188374156,2.8939227855852314,-0.47955765767146186,-0.585201264096947,0.5713324812486872,-0.19332882900747062,-0.5352613576162923,0.5147393126211541,-0.40658240920185934,-0.6865178833253385,0.5081997542287261,-0.3959221526924417,-0.5199802759198066,0.5022317741134646,0.22214403078383946,-0.5050507705624574,0.5118842140141664,0.5166623291333948,-0.49855169177351794,0.5652014530561181,0.3425144307538548,-0.635309490417224,0.4888532337809433,0.3221594033475291,-0.4680083561030991,0.4796115284926161,0.0,0.0,0.0,0.0012140115502070812,-0.11907806509398844,-0.007022614994058724,-0.2928340958081287,0.6613546321334687,0.2679913238336458,0.30676334702532065,0.7024791478785832,0.2612195019488753
Engaged/Confused,Engaged,0038.jpg,8,0,0.6084772160480569,-0.014771280312050416,0.26819939284415095,0.07460862635108091,0.02089861674840049,0.03877925005689285,0.11681567191886119,2.8478818489128344,-0.4826752983437335,-0.579421764028313,0.5519223146755209,-0.19028200299885312,-0.5274654241711514,0.49843904013870105,-0.4084949356320405,-0.6881360069615907,0.4905175196169186,-0.3960900699734823,-0.5097705068953854,0.48426642017271193,0.21381641137656177,-0.500359407797979,0.4989151183930577,0.5145508314883286,-0.5050200923201382,0.5540287873661247,0.3369577136438024,-0.6446274876907435,0.47775555599498576,0.318868939244258,-0.4581556187948625,0.4681915372193957,0.0,0.0,0.0,0.0012074598740469534,-0.11656687930191043,-0.007523689010148416,-0.2997091851354476,0.6524704472889453,0.261084159596839,0.3038204301728718,0.6911111740159399,0.2618337401427378
Engaged/Confused,Engaged,0039.jpg,9,0,0.32336603096285466,-0.010764642012163993,0.24971319399635827,0.048793059215896634,0.02571295624711535,0.04692362956282216,0.11814121370872312,2.9190950600295937,-0.48796272564528964,-0.5496756646845979,0.5575709772614272,-0.19484613019400612,-0.5494054491173022,0.5039648125982592,-0.40695732687888,-0.5971606152662271,0.49494627097957267,-0.39552570718467184,-0.5141876123402556,0.48950061199297146,0.21924214409346235,-0.5206331853980785,0.5063263840666047,0.5108332121945146,-0.5009413553449834,0.5631960681848367,0.333311937568048,-0.5815347012539842,0.4840546860908494,0.3194817664733321,-0.4762396665557031,0.4758961058386157,0.0,0.0,0.0,0.0006835625605634006,-0.1179268359878442,-0.007080993764442829,-0.28369606288148946,0.667376285724342,0.25724052073475834,0.3225488684584424,0.7202782301833023,0.25692052946699745
